citeseerx-d5;3008
citeseerx-d24;2135
citeseerx-d3;1788
citeseerx-d65;2050
citeseerx-d45;1396
citeseerx-d32;1257
citeseerx-d47;1230
citeseerx-d1;824
citeseerx-d50;1063
citeseerx-d41;1020
citeseerx-d63;971
citeseerx-d39;903
citeseerx-d29;829
citeseerx-d43;820
citeseerx-d36;761
citeseerx-d53;761
citeseerx-d25;700
citeseerx-d23;695
citeseerx-d49;659
citeseerx-d13;536
citeseerx-d11;600
citeseerx-d15;621
citeseerx-d34;600
citeseerx-d55;609
citeseerx-d60;609
citeseerx-d8;576
citeseerx-d69;581
citeseerx-d78;576
citeseerx-d71;544
citeseerx-d75;546
citeseerx-d130;538
citeseerx-d94;530
citeseerx-d83;508
citeseerx-d85;521
citeseerx-d96;505
citeseerx-d73;507
citeseerx-d21;471
citeseerx-d16;464
citeseerx-d98;490
citeseerx-d90;481
citeseerx-d116;471
citeseerx-d167;463
citeseerx-d160;459
citeseerx-d92;457
citeseerx-d100;448
citeseerx-d184;445
citeseerx-d106;434
citeseerx-d144;432
citeseerx-d112;431
citeseerx-d120;429
citeseerx-d140;424
citeseerx-d129;421
citeseerx-d178;420
citeseerx-d159;417
citeseerx-d107;415
citeseerx-d183;400
citeseerx-d189;399
citeseerx-d127;395
citeseerx-d134;388
citeseerx-d194;386
citeseerx-d122;377
citeseerx-d169;376
citeseerx-d154;373
citeseerx-d147;364
citeseerx-d164;361
citeseerx-d195;355
citeseerx-d192;349
citeseerx-d103;319
citeseerx-d114;313
citeseerx-d109;301
citeseerx-d149;297
citeseerx-d138;286
citeseerx-d162;279
citeseerx-d132;268
citeseerx-d142;257
citeseerx-d145;256
citeseerx-d165;250
citeseerx-d181;244
citeseerx-d152;242
citeseerx-d187;229
citeseerx-d156;227
citeseerx-d2;0
citeseerx-d7;0
citeseerx-d9;0
citeseerx-d18;0
citeseerx-d27;0
citeseerx-d58;0
citeseerx-d67;0
citeseerx-d77;0
citeseerx-d80;0
citeseerx-d82;0
citeseerx-d88;0
citeseerx-d125;0
citeseerx-d135;0
citeseerx-d171;0
citeseerx-d174;0
citeseerx-d175;0
citeseerx-d191;0
citeseerx-d197;0
citeseerx-d200;0
citeseerx-d1315;961
citeseerx-d1317;654
citeseerx-d1339;352
citeseerx-d1328;193
citeseerx-d1319;0
citeseerx-d1320;0
citeseerx-d1322;0
citeseerx-d1324;0
citeseerx-d1326;0
citeseerx-d1331;0
citeseerx-d1333;0
citeseerx-d1335;0
citeseerx-d1337;0
citeseerx-d1341;0
citeseerx-d1342;0
citeseerx-d1344;0
citeseerx-d1345;0
citeseerx-d1346;0
citeseerx-d1347;0
citeseerx-d1348;0
citeseerx-d1349;0
citeseerx-d1350;0
citeseerx-d1351;0
citeseerx-d1353;0
citeseerx-d1354;0
citeseerx-d1355;0
citeseerx-d1356;0
citeseerx-d1357;0
citeseerx-d1359;0
citeseerx-d1360;0
citeseerx-d1361;0
citeseerx-d1362;0
citeseerx-d1363;0
citeseerx-d1364;0
citeseerx-d1366;0
citeseerx-d1368;0
citeseerx-d1370;0
citeseerx-d1372;0
citeseerx-d1375;0
citeseerx-d1378;0
citeseerx-d1381;0
citeseerx-d1383;0
citeseerx-d1384;0
citeseerx-d1385;0
citeseerx-d1388;0
citeseerx-d1390;0
citeseerx-d1393;0
citeseerx-d1395;0
citeseerx-d1397;0
